feature_1,feature_2,feature_3,feature_4,feature_5,target
-0.14235884270194815,1.3656336378675444,-1.0012611888174314,1.475197396248115,-0.7617606580794377,1
2.0572217375814947,-0.9808190995532232,-1.019803802010659,1.234691937848052,-1.3715809192060104,1
0.2832619411060342,-0.57651990505656,0.14851680051409943,0.29617226251838236,-0.31406155461655877,0
1.329811978256545,0.18550994279837033,-1.405349364789732,1.8694528217043538,-0.26417860184177755,1
-0.1546218510474288,-0.3956732965719965,0.14393673722929862,2.9265877476368907,1.1731436152578594,0
-0.06903085913008591,0.14517736545222226,-0.3762522553464274,-0.5662737407119444,0.15342097750505815,1
0.7551804850779186,-0.3781080311331059,0.05196552335018625,-0.5949732659989115,0.8171336837688195,1
0.8256466485126221,-0.2622422430487174,0.7203218674225921,0.8869526282780948,0.8427426963613995,1
-0.11306920970132295,-0.42732408704098335,1.011444348541241,-0.2877725314941012,0.3548160781240702,0
-2.367837594728107,0.7440119126455771,0.4145344113934259,0.8768111591893015,0.4722779219482011,0
-0.167049432606533,-0.1861557357369926,-0.8641930650150053,0.8438392414524393,-0.36316365980918025,0
0.6853979675127337,-1.310446801461631,0.6420558588133282,-0.5035234637596848,-0.21717286753590212,0
0.02350010848492948,-0.12181915477969234,1.4712177040223748,1.1215260001398133,0.32564432536866816,0
0.4562012794911179,-0.6088431935595714,0.32149284361226077,0.8491412178590504,0.26628779917206674,0
0.2704927820664171,1.443892365039498,-1.8792508832807011,-0.24089980708073974,3.2732037681138344,1
-1.4350081438664337,0.36232625278569097,-1.248914399350426,1.1952770947608908,0.4787824695244087,0
0.8828171461847689,1.2707178004408206,0.3384271511520042,3.1523440033571415,-0.627142784662531,1
-0.5800816639402705,0.11105299696473099,-0.2991205618615274,0.8244995417550346,-1.0839485489268277,0
-0.5015653039496065,0.9209345843772587,2.290374504340268,-1.3522861594453803,-1.4348035718623475,1
0.5909532944575228,0.764886054876481,-0.4797537383174229,-0.24347674251508483,1.4482648783803813,1
-0.7316162504528693,0.5580440983749255,-0.22749577239613303,-0.4037314697037783,-0.9155176447045071,0
0.2617554613715591,-1.739733352033354,0.5558830911540482,-0.7343298773165672,0.8460530535424959,0
-0.8557955790158159,0.19960194859072808,-2.386903483163604,0.6287721115439134,0.838795530316664,0
-0.18752591230309784,1.3607762483499524,0.8870041500343715,1.985862024059665,-0.8119440701841069,1
-0.3734862894349501,0.01346035976471555,-0.24904121331741275,0.2626368612669365,0.4338666739128392,0
-0.46197096665897835,1.169992107913944,-1.4112093074433603,-0.9571020969348194,1.0102604185242845,1
-0.816466104204386,-0.48031858770126545,-0.41196218564559833,0.5700571021614611,-1.7995562468347424,0
-0.04512330251340237,-0.3068242765720963,1.1692503109479766,-1.1654058132551202,0.6307065192145423,0
0.1213277763043188,0.688571189772288,0.28690160515384827,0.9283337042255265,1.2291539619210927,1
0.9259527795225019,-1.4135397738551643,-2.736287148404408,0.2668366320589413,-0.10774046739311863,0
-0.5738196962799621,1.6725187350871296,0.45392970755240686,-0.5034663525006685,-0.5224114178471606,1
0.0527031100459612,-0.2753239902240846,-0.30916794621361016,-0.7526008366218699,-0.455035047171844,0
2.2073105869160483,1.3134166593792866,0.21431507497714528,0.45611891140789806,-2.5180122781433827,1
0.3918218694740633,-0.5979660815431962,-1.2771357699535113,1.210188535152393,-0.8079308887306931,0
0.4827134277255191,0.7517598813120537,0.9996670622963802,1.3907098761573473,0.42598081824775136,1
0.43333402110636643,-0.41581048742729493,0.9855586742074369,0.17962823734430836,-1.3346181089227467,1
-1.7042916942190418,-1.538570012237663,0.14447459394321002,0.3243221110720101,-0.06169903731805982,0
-0.24390806634902218,-0.4233852924533288,0.0137737737426913,-0.17261871004496807,0.9228100885519956,0
-2.1397037912841474,-0.11354535076650053,1.1351419677822736,-0.9171674765242553,-0.1741210713328197,0
0.8613226530440581,0.4798655400999155,0.4900360874664337,-0.7999457930288476,0.9004400999974927,1
